PlateIDs,Strain,Specie,Well,Plate,Media,Replicates,Compound,Description,KEGG ID,CAS ID,Max Resp,Max Resp Rate,Time till max resp rate,AUC
ECP120,ypjC,E. coli,G09,PM02A,M9 No Carbon,R2,L-Isoleucine,"C-Source, amino acid",C00407,CAS 73-32-5,11.672732009614707,0.4042444999999688,14.5,535.0413217271891
ECP119,ypjC,E.Coli,G10,PM01,M9 No Carbon,R1,Methylpyruvate,"C-Source, ester",,CAS 600-22-6,239.8866755379492,33.632682382970984,48.0,9427.354395346529
ECP121,ypjC,E.Coli,G10,PM01,M9 No Carbon,R2,Methylpyruvate,"C-Source, ester",,CAS 600-22-6,252.7765007605226,35.947456083739155,48.0,9821.292822568852
ECP118,ypjC,E. coli,G10,PM02A,M9 No Carbon,R1,L-Leucine,"C-Source, amino acid",C00123,CAS 61-90-5,14.724080096152992,0.7837054615384176,27.0,637.059559616577
ECP120,ypjC,E. coli,G10,PM02A,M9 No Carbon,R2,L-Leucine,"C-Source, amino acid",C00123,CAS 61-90-5,15.48322190865295,0.8750157884615035,15.25,579.9354066755658
ECP119,ypjC,E.Coli,G11,PM01,M9 No Carbon,R1,D-Malic acid,"C-Source, carboxylic acid",C00497,CAS 636-61-3,229.7813613127295,19.40712365656492,48.0,8776.449923701479
ECP121,ypjC,E.Coli,G11,PM01,M9 No Carbon,R2,D-Malic acid,"C-Source, carboxylic acid",C00497,CAS 636-61-3,235.9391350006877,20.875181514610063,46.5,8839.931570258163
ECP118,ypjC,E. coli,G11,PM02A,M9 No Carbon,R1,L-Lysine,"C-Source, amino acid",C00047,CAS 657-27-2,23.277271067306344,4.038521409144202,6.5,1015.9997733289208
ECP120,ypjC,E. coli,G11,PM02A,M9 No Carbon,R2,L-Lysine,"C-Source, amino acid",C00047,CAS 657-27-2,20.928285639421865,3.990585079825827,7.25,831.5962972689317
ECP119,ypjC,E.Coli,G12,PM01,M9 No Carbon,R1,L-Malic acid,"C-Source, carboxylic acid",C00149,CAS 138-09-0,252.76428325791855,23.272192098470384,48.0,9588.925781919148
ECP121,ypjC,E.Coli,G12,PM01,M9 No Carbon,R2,L-Malic acid,"C-Source, carboxylic acid",C00149,CAS 138-09-0,256.34249789430555,22.41771422593928,48.0,9502.301807458183
ECP118,ypjC,E. coli,G12,PM02A,M9 No Carbon,R1,L-Methionine,"C-Source, amino acid",C00073,CAS 63-68-3,30.175709537999627,5.071309918126886,4.75,1296.9451152339966
ECP120,ypjC,E. coli,G12,PM02A,M9 No Carbon,R2,L-Methionine,"C-Source, amino acid",C00073,CAS 63-68-3,25.429986207205708,5.76369007873685,4.75,1027.766539101655
ECP119,ypjC,E.Coli,H01,PM01,M9 No Carbon,R1,Gly-Pro,"C-Source, amino acid",,CAS 704-15-4,265.534787099462,30.20618913336682,48.0,10290.4916523819
ECP121,ypjC,E.Coli,H01,PM01,M9 No Carbon,R2,Gly-Pro,"C-Source, amino acid",,CAS 704-15-4,260.05191515717627,30.421027472786648,48.0,9969.527999444594
ECP118,ypjC,E. coli,H01,PM02A,M9 No Carbon,R1,L-Ornithine,"C-Source, amino acid",C00077,CAS 3184-13-2,32.86520624195337,5.426423192231894,48.0,1386.5318237785827
ECP120,ypjC,E. coli,H01,PM02A,M9 No Carbon,R2,L-Ornithine,"C-Source, amino acid",C00077,CAS 3184-13-2,22.397610922566308,4.945098000512239,4.25,804.9559079134299
ECP119,ypjC,E.Coli,H02,PM01,M9 No Carbon,R1,p-Hydroxyphenyl Acetic acid,"C-Source, carboxylic acid",C00642,CAS 156-38-7,43.758425674720414,3.2299867156151265,48.0,1825.5458222609225
ECP121,ypjC,E.Coli,H02,PM01,M9 No Carbon,R2,p-Hydroxyphenyl Acetic acid,"C-Source, carboxylic acid",C00642,CAS 156-38-7,28.565341975890348,2.633136017736732,43.25,1206.1938374084052
ECP118,ypjC,E. coli,H02,PM02A,M9 No Carbon,R1,L-Phenylalanine,"C-Source, amino acid",C00079,CAS 63-91-2,24.733361551467976,5.490792493810275,4.75,982.776094687636
ECP120,ypjC,E. coli,H02,PM02A,M9 No Carbon,R2,L-Phenylalanine,"C-Source, amino acid",C00079,CAS 63-91-2,12.242223583568196,1.0953242253417983,3.75,538.0868932046408
ECP119,ypjC,E.Coli,H03,PM01,M9 No Carbon,R1,m-Hydroxyphenyl Acetic acid,"C-Source, carboxylic acid",C05593,CAS 621-37-4,43.49334133663453,5.056122134241207,48.0,1826.809332349629
ECP121,ypjC,E.Coli,H03,PM01,M9 No Carbon,R2,m-Hydroxyphenyl Acetic acid,"C-Source, carboxylic acid",C05593,CAS 621-37-4,31.53708382692124,2.799507405174936,20.75,1332.7312253933208
ECP118,ypjC,E. coli,H03,PM02A,M9 No Carbon,R1,L-Pyroglutamic acid,"C-Source, amino acid",C02238,CAS 98-79-3,21.53549032508638,4.681807009201343,5.0,792.2248505133589
ECP120,ypjC,E. coli,H03,PM02A,M9 No Carbon,R2,L-Pyroglutamic acid,"C-Source, amino acid",C02238,CAS 98-79-3,12.194681083163877,1.0537082152222226,4.25,536.4447782563391
ECP119,ypjC,E.Coli,H04,PM01,M9 No Carbon,R1,Tyramine,"C-Source, amine",C00483,CAS 60-19-5,49.13690350960469,8.037019356758663,48.0,2127.325537502832
ECP121,ypjC,E.Coli,H04,PM01,M9 No Carbon,R2,Tyramine,"C-Source, amine",C00483,CAS 60-19-5,45.473377886476165,7.973203725844453,45.75,1851.874027695329
ECP118,ypjC,E. coli,H04,PM02A,M9 No Carbon,R1,L-Valine,"C-Source, amino acid",C00183,CAS 72-18-4,17.932560088702257,4.762701315161756,4.75,687.8444978838519
ECP120,ypjC,E. coli,H04,PM02A,M9 No Carbon,R2,L-Valine,"C-Source, amino acid",C00183,CAS 72-18-4,11.000000000000004,2.5366375666635577e-12,48.0,527.999999999977
ECP119,ypjC,E.Coli,H05,PM01,M9 No Carbon,R1,D-Psicose,"C-Source, carbohydrate",C06468,CAS 551-68-8,70.14943070707766,17.502694905677746,48.0,3030.9260969214006
ECP121,ypjC,E.Coli,H05,PM01,M9 No Carbon,R2,D-Psicose,"C-Source, carbohydrate",C06468,CAS 551-68-8,52.86030290865078,10.35292029752392,25.0,2257.9840659560364
ECP118,ypjC,E. coli,H05,PM02A,M9 No Carbon,R1,DL-Carnitine,"C-Source, carboxylic acid",C00487,CAS 461-05-2,25.86286804153745,7.4159753248178575,5.0,941.2987954603088
ECP120,ypjC,E. coli,H05,PM02A,M9 No Carbon,R2,DL-Carnitine,"C-Source, carboxylic acid",C00487,CAS 461-05-2,12.452191138429557,1.253162202820164,3.5,535.1627131981747
ECP119,ypjC,E.Coli,H06,PM01,M9 No Carbon,R1,L-Lyxose,"C-Source, carbohydrate",C01508,CAS 1949-78-6,76.89392789345179,1.2395433003970595,48.0,3410.210466640882
ECP121,ypjC,E.Coli,H06,PM01,M9 No Carbon,R2,L-Lyxose,"C-Source, carbohydrate",C01508,CAS 1949-78-6,70.05627760915226,1.7562774671087595,48.0,3141.712907043888
ECP118,ypjC,E. coli,H06,PM02A,M9 No Carbon,R1,sec-Butylamine,"C-Source, amine",,CAS 13952-84-6,30.92859347595974,6.64461416023012,15.5,1014.0771290521924
ECP120,ypjC,E. coli,H06,PM02A,M9 No Carbon,R2,sec-Butylamine,"C-Source, amine",,CAS 13952-84-6,11.000000000000004,2.5366375666635577e-12,48.0,527.999999999977
ECP119,ypjC,E.Coli,H07,PM01,M9 No Carbon,R1,Glucuronamide,"C-Source, amide",D01791,CAS 3789-97-7,93.39049107590556,16.424914044433415,47.75,3535.893980164035
ECP121,ypjC,E.Coli,H07,PM01,M9 No Carbon,R2,Glucuronamide,"C-Source, amide",D01791,CAS 3789-97-7,39.26836367045164,1.6036275384613958,48.0,1252.4989786381286
ECP118,ypjC,E. coli,H07,PM02A,M9 No Carbon,R1,DL-Octopamine,"C-Source, amine",C04227,CAS 770-05-8,20.66633154428937,5.509000966586903,5.25,748.0534853874162
ECP120,ypjC,E. coli,H07,PM02A,M9 No Carbon,R2,DL-Octopamine,"C-Source, amine",C04227,CAS 770-05-8,11.00176990445604,0.003427384615378,4.0,528.0083671904192
ECP119,ypjC,E.Coli,H08,PM01,M9 No Carbon,R1,Pyruvic acid,"C-Source, carboxylic acid",C00022,CAS 113-24-6,254.5939623536244,34.32528349131678,48.0,10217.77842547507
ECP121,ypjC,E.Coli,H08,PM01,M9 No Carbon,R2,Pyruvic acid,"C-Source, carboxylic acid",C00022,CAS 113-24-6,272.8291862240769,45.15446023636025,47.75,11146.592962988976
ECP118,ypjC,E. coli,H08,PM02A,M9 No Carbon,R1,Putrescine,"C-Source, amine",C00134,CAS 333-93-7,26.46950071666558,7.825206184093361,5.25,935.47520771934
ECP120,ypjC,E. coli,H08,PM02A,M9 No Carbon,R2,Putrescine,"C-Source, amine",C00134,CAS 333-93-7,16.514314286287743,4.052665609082517,4.75,576.1337603543293
ECP119,ypjC,E.Coli,H09,PM01,M9 No Carbon,R1,L-Galactonic acid-g-Lactone,"C-Source, carboxylic acid",C01115,CAS 1668-08-2,276.9875630266953,22.44466523076824,45.5,10720.751237677356
ECP121,ypjC,E.Coli,H09,PM01,M9 No Carbon,R2,L-Galactonic acid-g-Lactone,"C-Source, carboxylic acid",C01115,CAS 1668-08-2,259.5684537512896,18.63096042307552,42.25,9769.710000971829
ECP118,ypjC,E. coli,H09,PM02A,M9 No Carbon,R1,Dihydroxyacetone,"C-Source, alcohol",C00184,CAS 96-26-4,146.88299672595303,17.679285911695445,11.0,6314.8406309154725
ECP120,ypjC,E. coli,H09,PM02A,M9 No Carbon,R2,Dihydroxyacetone,"C-Source, alcohol",C00184,CAS 96-26-4,139.6792722163381,19.156621059981774,11.75,5915.148134715052
ECP119,ypjC,E.Coli,H10,PM01,M9 No Carbon,R1,D-Galacturonic acid,"C-Source, carboxylic acid",C00333,CAS 91510-62-2,271.1047178980026,26.3723639890128,45.25,10821.759342987432
ECP121,ypjC,E.Coli,H10,PM01,M9 No Carbon,R2,D-Galacturonic acid,"C-Source, carboxylic acid",C00333,CAS 91510-62-2,255.2725459875352,20.401208593540677,48.0,9569.855463019716
ECP118,ypjC,E. coli,H10,PM02A,M9 No Carbon,R1,"2,3-Butanediol","C-Source, alcohol",C03044,CAS 513-85-9,25.44109410276233,7.039376252794277,4.5,967.157621028997
ECP120,ypjC,E. coli,H10,PM02A,M9 No Carbon,R2,"2,3-Butanediol","C-Source, alcohol",C03044,CAS 513-85-9,11.831079473825262,0.6420183416646736,4.25,532.8799900017904
ECP119,ypjC,E.Coli,H11,PM01,M9 No Carbon,R1,Phenylethylamine,"C-Source, amine",C05332,CAS 156-28-5,65.35087335576544,9.220518669749453,41.25,2844.553497267495
ECP121,ypjC,E.Coli,H11,PM01,M9 No Carbon,R2,Phenylethylamine,"C-Source, amine",C05332,CAS 156-28-5,51.70307546789331,5.792948462984604,45.5,2061.116884007036
ECP118,ypjC,E. coli,H11,PM02A,M9 No Carbon,R1,"2,3-Butanedione","C-Source, alcohol",C00741,CAS 431-03-8,50.68519200273199,4.420618772304266,48.0,1781.2689301794128
ECP120,ypjC,E. coli,H11,PM02A,M9 No Carbon,R2,"2,3-Butanedione","C-Source, alcohol",C00741,CAS 431-03-8,41.09743602663707,3.860646212249776,48.0,1296.7022152190043
ECP119,ypjC,E.Coli,H12,PM01,M9 No Carbon,R1,2-Aminoethanol,"C-Source, alcohol",C00189,CAS 2002-24-6,67.39571844711146,9.983778503494278,15.0,3006.2058644583885
ECP121,ypjC,E.Coli,H12,PM01,M9 No Carbon,R2,2-Aminoethanol,"C-Source, alcohol",C00189,CAS 2002-24-6,56.81473910048665,7.021876714970446,48.0,2413.853441032654
ECP118,ypjC,E. coli,H12,PM02A,M9 No Carbon,R1,3-Hydroxy-2-butanone,"C-Source, alcohol",C00466,CAS 513-86-0,55.04271870286276,10.589326175242192,46.5,2052.9810358973705
ECP120,ypjC,E. coli,H12,PM02A,M9 No Carbon,R2,3-Hydroxy-2-butanone,"C-Source, alcohol",C00466,CAS 513-86-0,39.86709348076693,9.71973916677264,6.25,1528.0286981027089
ECP123,yqeG,E.Coli,A01,PM01,M9 No Carbon,R1,Negative Control,"C-Source, negative control",,CAS Negative Control,48.47054981200377,6.048995654366237,48.0,2039.7232379575655
ECP125,yqeG,E.Coli,A01,PM01,M9 No Carbon,R2,Negative Control,"C-Source, negative control",,CAS Negative Control,63.55006036276364,8.459709372004241,46.75,2670.843311092065
ECP122,yqeG,E. coli,A01,PM02A,M9 No Carbon,R1,Negative Control,"C-Source, negative control",,CAS Negative Control,30.523923697135487,7.365899412792672,4.5,1286.7042608315796
ECP124,yqeG,E. coli,A01,PM02A,M9 No Carbon,R2,Negative Control,"C-Source, negative control",,CAS Negative Control,29.650630727412405,4.8884540253024085,4.0,1248.4618953921745
ECP123,yqeG,E.Coli,A02,PM01,M9 No Carbon,R1,L-Arabinose,"C-Source, carbohydrate",C00259,CAS 87-72-9,45.01504502996673,8.826563322315849,48.0,2049.386104180814
ECP125,yqeG,E.Coli,A02,PM01,M9 No Carbon,R2,L-Arabinose,"C-Source, carbohydrate",C00259,CAS 87-72-9,67.30360252884223,10.76618796502052,24.75,3103.2559184736547
ECP122,yqeG,E. coli,A02,PM02A,M9 No Carbon,R1,Chondroitin Sulfate C,"C-Source, polymer",C00635,CAS 12678-07-8,29.656132206729048,6.536891322218274,39.75,1267.9374269868397
ECP124,yqeG,E. coli,A02,PM02A,M9 No Carbon,R2,Chondroitin Sulfate C,"C-Source, polymer",C00635,CAS 12678-07-8,27.211487278844576,1.5572590537288846,27.75,1221.6612209393393
ECP123,yqeG,E.Coli,A03,PM01,M9 No Carbon,R1,N-Acetyl-D-Glucosamine,"C-Source, carbohydrate",C00140,CAS 7512-17-6,73.08381100486642,12.540987764719802,48.0,3051.946608759966
ECP125,yqeG,E.Coli,A03,PM01,M9 No Carbon,R2,N-Acetyl-D-Glucosamine,"C-Source, carbohydrate",C00140,CAS 7512-17-6,98.31487180841803,18.142950636463556,48.0,4159.208229844278
ECP122,yqeG,E. coli,A03,PM02A,M9 No Carbon,R1,a-Cyclodextrin,"C-Source, polymer",C00973,CAS 10016-20-3,32.53272796634426,10.432768753504275,6.5,1182.5957947910751
ECP124,yqeG,E. coli,A03,PM02A,M9 No Carbon,R2,a-Cyclodextrin,"C-Source, polymer",C00973,CAS 10016-20-3,28.9828728221137,8.826738533183924,6.25,1189.531570227562
ECP123,yqeG,E.Coli,A04,PM01,M9 No Carbon,R1,D-Saccharic acid,"C-Source, carboxylic acid",C00818,CAS 576-42-1,249.692313461524,23.258601038348672,30.5,9561.298936353312
ECP125,yqeG,E.Coli,A04,PM01,M9 No Carbon,R2,D-Saccharic acid,"C-Source, carboxylic acid",C00818,CAS 576-42-1,257.05570015863896,22.714663497345494,37.75,9975.979747590463
ECP122,yqeG,E. coli,A04,PM02A,M9 No Carbon,R1,b-Cyclodextrin,"C-Source, polymer",,CAS 7585-39-9,45.4022582583454,11.323941945265746,48.0,1719.1533076453045
ECP124,yqeG,E. coli,A04,PM02A,M9 No Carbon,R2,b-Cyclodextrin,"C-Source, polymer",,CAS 7585-39-9,45.76202249999735,15.238611649431862,7.0,1857.536925017361
ECP123,yqeG,E.Coli,A05,PM01,M9 No Carbon,R1,Succinic acid,"C-Source, carboxylic acid",C00042,CAS 6106-21-4,251.6745490436269,29.234898240343966,48.0,9725.73082659089
ECP125,yqeG,E.Coli,A05,PM01,M9 No Carbon,R2,Succinic acid,"C-Source, carboxylic acid",C00042,CAS 6106-21-4,260.8413345585245,26.778668105585098,48.0,10096.799691777183
ECP122,yqeG,E. coli,A05,PM02A,M9 No Carbon,R1,g-Cyclodextrin,"C-Source, polymer",,CAS 17465-86-0,40.06890773533679,8.214784371385687,48.0,1499.7266678856413
ECP124,yqeG,E. coli,A05,PM02A,M9 No Carbon,R2,g-Cyclodextrin,"C-Source, polymer",,CAS 17465-86-0,39.39510591826693,14.102549207456525,6.75,1546.9042960778336
ECP123,yqeG,E.Coli,A06,PM01,M9 No Carbon,R1,D-Galactose,"C-Source, carbohydrate",C00124,CAS 59-23-4,225.87767651771563,26.487190344052863,48.0,8644.60101486589
ECP125,yqeG,E.Coli,A06,PM01,M9 No Carbon,R2,D-Galactose,"C-Source, carbohydrate",C00124,CAS 59-23-4,242.8769487174936,26.141084186296663,48.0,9403.611729124208
ECP122,yqeG,E. coli,A06,PM02A,M9 No Carbon,R1,Dextrin,"C-Source, polymer",C00721,CAS 9004-53-9,256.87841850925105,26.97190390630516,47.75,9965.48617990104
ECP124,yqeG,E. coli,A06,PM02A,M9 No Carbon,R2,Dextrin,"C-Source, polymer",C00721,CAS 9004-53-9,255.05491681729288,28.055944777771696,27.5,9896.438119288236
ECP123,yqeG,E.Coli,A07,PM01,M9 No Carbon,R1,L-Aspartic acid,"C-Source, amino acid",C00049,CAS 3792-50-5,255.52500690685596,23.648164196966235,48.0,9279.601792137972
ECP125,yqeG,E.Coli,A07,PM01,M9 No Carbon,R2,L-Aspartic acid,"C-Source, amino acid",C00049,CAS 3792-50-5,258.83451955365854,24.548289798366227,48.0,9636.882608843322
ECP122,yqeG,E. coli,A07,PM02A,M9 No Carbon,R1,Gelatin,"C-Source, polymer",C01498,CAS 9000-70-8,49.488417639420206,15.654255977502713,35.0,2132.606120973054
ECP124,yqeG,E. coli,A07,PM02A,M9 No Carbon,R2,Gelatin,"C-Source, polymer",C01498,CAS 9000-70-8,49.31714210842652,15.63750173471997,48.0,2105.761410767319
ECP123,yqeG,E.Coli,A08,PM01,M9 No Carbon,R1,L-Proline,"C-Source, amino acid",C00148,CAS 147-85-3,228.79940692222328,23.63039109841065,48.0,8616.935555657179
ECP125,yqeG,E.Coli,A08,PM01,M9 No Carbon,R2,L-Proline,"C-Source, amino acid",C00148,CAS 147-85-3,237.3368953327073,21.79906954609998,48.0,9205.86543101173
ECP122,yqeG,E. coli,A08,PM02A,M9 No Carbon,R1,Glycogen,"C-Source, polymer",C00182,CAS 9005-79-2,62.050917799724665,17.496595998236696,44.25,2674.1983792060955
ECP124,yqeG,E. coli,A08,PM02A,M9 No Carbon,R2,Glycogen,"C-Source, polymer",C00182,CAS 9005-79-2,64.04710919711167,20.77427596854702,41.5,2773.056657030843
ECP123,yqeG,E.Coli,A09,PM01,M9 No Carbon,R1,D-Alanine,"C-Source, amino acid",C00133,CAS 338-69-2,239.56795170972435,26.147365506478025,48.0,9211.61785424716
ECP125,yqeG,E.Coli,A09,PM01,M9 No Carbon,R2,D-Alanine,"C-Source, amino acid",C00133,CAS 338-69-2,248.54009176522317,25.855285223934857,46.75,9772.01310088853
ECP122,yqeG,E. coli,A09,PM02A,M9 No Carbon,R1,Inulin,"C-Source, polymer",C00368,CAS 9005-80-5,48.99962734134332,16.24564155717434,7.25,2007.8664502139875
ECP124,yqeG,E. coli,A09,PM02A,M9 No Carbon,R2,Inulin,"C-Source, polymer",C00368,CAS 9005-80-5,42.44818883653599,15.004680691992275,13.75,1800.9583200591544
ECP123,yqeG,E.Coli,A10,PM01,M9 No Carbon,R1,D-Trehalose,"C-Source, carbohydrate",C01083,CAS 6138-23-4,178.7828277011868,19.094369756740264,48.0,6829.27149231085
ECP125,yqeG,E.Coli,A10,PM01,M9 No Carbon,R2,D-Trehalose,"C-Source, carbohydrate",C01083,CAS 6138-23-4,183.6575493718092,17.856443006083225,48.0,7164.634770114552
ECP122,yqeG,E. coli,A10,PM02A,M9 No Carbon,R1,Laminarin,"C-Source, polymer",C00771,CAS 9008-22-4,53.83898440865073,12.713302411937164,26.5,2117.825189025184
ECP124,yqeG,E. coli,A10,PM02A,M9 No Carbon,R2,Laminarin,"C-Source, polymer",C00771,CAS 9008-22-4,58.87146329800731,15.30762710332314,45.5,2298.1087694427706
ECP123,yqeG,E.Coli,A11,PM01,M9 No Carbon,R1,D-Mannose,"C-Source, carbohydrate",C00159,CAS 3458-28-4,135.5115371815907,12.399476875891937,45.75,5394.8446496420265
ECP125,yqeG,E.Coli,A11,PM01,M9 No Carbon,R2,D-Mannose,"C-Source, carbohydrate",C00159,CAS 3458-28-4,148.76183398513515,14.448007447179975,46.0,5939.154222543088
ECP122,yqeG,E. coli,A11,PM02A,M9 No Carbon,R1,Mannan,"C-Source, polymer",C00464,CAS 9036-88-8,26.072282413460027,4.595896778775355,26.5,1167.7843478392997
ECP124,yqeG,E. coli,A11,PM02A,M9 No Carbon,R2,Mannan,"C-Source, polymer",C00464,CAS 9036-88-8,37.05198995192092,5.279853268215817,32.25,1577.5042376692445
ECP123,yqeG,E.Coli,A12,PM01,M9 No Carbon,R1,Dulcitol,"C-Source, carbohydrate",C01697,CAS 608-66-2,253.24402801708092,26.273026179692977,43.5,9913.020090443484
ECP125,yqeG,E.Coli,A12,PM01,M9 No Carbon,R2,Dulcitol,"C-Source, carbohydrate",C01697,CAS 608-66-2,269.54778258140544,25.82392853439137,48.0,10660.026270739638
ECP122,yqeG,E. coli,A12,PM02A,M9 No Carbon,R1,Pectin,"C-Source, polymer",C00714,CAS 9000-69-5,45.298888302881984,8.91956353899468,39.75,2052.438073046812
ECP124,yqeG,E. coli,A12,PM02A,M9 No Carbon,R2,Pectin,"C-Source, polymer",C00714,CAS 9000-69-5,56.16245002789392,10.82502444428566,43.25,2571.9061475889403
ECP123,yqeG,E.Coli,B01,PM01,M9 No Carbon,R1,D-Serine,"C-Source, amino acid",C00740,CAS 312-84-5,270.2666313354393,36.93372751797836,48.0,10686.529228580208
ECP125,yqeG,E.Coli,B01,PM01,M9 No Carbon,R2,D-Serine,"C-Source, amino acid",C00740,CAS 312-84-5,264.5121597721768,36.06266188221184,45.5,10748.602887257168
ECP122,yqeG,E. coli,B01,PM02A,M9 No Carbon,R1,N-Acetyl-D-Galactosamine,"C-Source, carbohydrate",C01074,CAS 1811-31-0,45.66267256859906,13.624123082498556,48.0,1801.4558053955047
ECP124,yqeG,E. coli,B01,PM02A,M9 No Carbon,R2,N-Acetyl-D-Galactosamine,"C-Source, carbohydrate",C01074,CAS 1811-31-0,32.29940420142377,7.816421500060088,5.25,1407.6984610017134
ECP123,yqeG,E.Coli,B02,PM01,M9 No Carbon,R1,D-Sorbitol,"C-Source, carbohydrate",C00794,CAS 50-70-4,243.41515561537048,15.635049653845044,29.25,8918.019813544339
ECP125,yqeG,E.Coli,B02,PM01,M9 No Carbon,R2,D-Sorbitol,"C-Source, carbohydrate",C00794,CAS 50-70-4,247.1180927836395,16.133753384614693,41.25,9277.137865070952
ECP122,yqeG,E. coli,B02,PM02A,M9 No Carbon,R1,N-Acetyl-Neuraminic acid,"C-Source, carboxylic acid",C00270,CAS 131-48-6,276.7822459615223,18.93694023015456,31.75,9653.680383330086
ECP124,yqeG,E. coli,B02,PM02A,M9 No Carbon,R2,N-Acetyl-Neuraminic acid,"C-Source, carboxylic acid",C00270,CAS 131-48-6,274.48200917786875,20.20290139780144,30.25,9736.349573679476
ECP123,yqeG,E.Coli,B03,PM01,M9 No Carbon,R1,Glycerol,"C-Source, carbohydrate",C00116,CAS 56-81-5,256.33602108171584,30.82285648134172,30.75,10310.982607773927
ECP125,yqeG,E.Coli,B03,PM01,M9 No Carbon,R2,Glycerol,"C-Source, carbohydrate",C00116,CAS 56-81-5,261.53203993748474,31.564376063501697,34.0,10512.031283218052
ECP122,yqeG,E. coli,B03,PM02A,M9 No Carbon,R1,b-D-Allose,"C-Source, carbohydrate",C01487,CAS 2595-97-3,257.0965015982242,11.615154173076178,48.0,7341.161056914308
ECP124,yqeG,E. coli,B03,PM02A,M9 No Carbon,R2,b-D-Allose,"C-Source, carbohydrate",C01487,CAS 2595-97-3,258.1425221289996,13.74028373076817,44.5,7788.702950868138
ECP123,yqeG,E.Coli,B04,PM01,M9 No Carbon,R1,L-Fucose,"C-Source, carbohydrate",C01019,CAS 2438-80-4,208.89783824639304,15.045034501556778,48.0,7157.960512085205
ECP125,yqeG,E.Coli,B04,PM01,M9 No Carbon,R2,L-Fucose,"C-Source, carbohydrate",C01019,CAS 2438-80-4,216.69895211474417,18.23735804271197,48.0,7697.098702863092
ECP122,yqeG,E. coli,B04,PM02A,M9 No Carbon,R1,Amygdalin,"C-Source, carbohydrate",C08325,CAS 29883-15-6,49.56000412980483,10.497501373565362,8.5,1771.7487768227884
ECP124,yqeG,E. coli,B04,PM02A,M9 No Carbon,R2,Amygdalin,"C-Source, carbohydrate",C08325,CAS 29883-15-6,43.44816347115134,12.475438672188734,7.5,1678.1710949180267
ECP123,yqeG,E.Coli,B05,PM01,M9 No Carbon,R1,D-Glucuronic acid,"C-Source, carboxylic acid",C00191,CAS 14984-34-0,293.46732836536745,33.74465554970311,32.25,11342.597604418224
ECP125,yqeG,E.Coli,B05,PM01,M9 No Carbon,R2,D-Glucuronic acid,"C-Source, carboxylic acid",C00191,CAS 14984-34-0,282.61880339421435,30.017022605139918,35.75,11083.745564272474
ECP122,yqeG,E. coli,B05,PM02A,M9 No Carbon,R1,D-Arabinose,"C-Source, carbohydrate",C00216,CAS 10323-20-3,42.58942421634368,8.804622853588437,8.5,1561.8747831946334
ECP124,yqeG,E. coli,B05,PM02A,M9 No Carbon,R2,D-Arabinose,"C-Source, carbohydrate",C00216,CAS 10323-20-3,44.95752700480508,8.78208530734208,12.0,1902.858936109244
ECP123,yqeG,E.Coli,B06,PM01,M9 No Carbon,R1,D-Gluconic acid,"C-Source, carboxylic acid",C00257,CAS 527-07-1,295.7911199764366,42.93477882990862,48.0,11604.965357745969
ECP125,yqeG,E.Coli,B06,PM01,M9 No Carbon,R2,D-Gluconic acid,"C-Source, carboxylic acid",C00257,CAS 527-07-1,276.4959796226415,38.97121792880904,48.0,11058.35245349938
ECP122,yqeG,E. coli,B06,PM02A,M9 No Carbon,R1,D-Arabitol,"C-Source, carbohydrate",C01904,CAS 488-82-4,11.123241499999352,0.2638696153846069,9.75,528.6176294432778
ECP124,yqeG,E. coli,B06,PM02A,M9 No Carbon,R2,D-Arabitol,"C-Source, carbohydrate",C01904,CAS 488-82-4,17.633312682691283,1.6069910974897894,11.5,765.9709832689555
ECP123,yqeG,E.Coli,B07,PM01,M9 No Carbon,R1,DL-a-Glycerol Phosphate,"C-Source, carbohydrate",C00093,CAS 3325-00-6,250.5099058772304,32.52962434385438,48.0,10490.415885829578
ECP125,yqeG,E.Coli,B07,PM01,M9 No Carbon,R2,DL-a-Glycerol Phosphate,"C-Source, carbohydrate",C00093,CAS 3325-00-6,254.1156020660803,36.55607835271113,48.0,10765.839063903277
ECP122,yqeG,E. coli,B07,PM02A,M9 No Carbon,R1,L-Arabitol,"C-Source, carbohydrate",C00532,CAS 7643-75-6,23.965864980767844,6.143623677999482,6.25,704.7686091314622
ECP124,yqeG,E. coli,B07,PM02A,M9 No Carbon,R2,L-Arabitol,"C-Source, carbohydrate",C00532,CAS 7643-75-6,19.791932161445597,5.523379246293565,4.75,691.3285109360645
ECP123,yqeG,E.Coli,B08,PM01,M9 No Carbon,R1,D-Xylose,"C-Source, carbohydrate",C00181,CAS 58-86-6,218.5120382433197,11.415362037693,48.0,8052.820802555359
ECP125,yqeG,E.Coli,B08,PM01,M9 No Carbon,R2,D-Xylose,"C-Source, carbohydrate",C00181,CAS 58-86-6,211.51714227171237,12.131363490653088,47.0,8002.448524511155
ECP122,yqeG,E. coli,B08,PM02A,M9 No Carbon,R1,Arbutin,"C-Source, carbohydrate",C06186,CAS 497-76-7,17.91507630288357,3.777718945877318,11.0,703.4258266199984
ECP124,yqeG,E. coli,B08,PM02A,M9 No Carbon,R2,Arbutin,"C-Source, carbohydrate",C06186,CAS 497-76-7,19.23878839422965,1.462881102560047,12.0,735.9538295704208
