PlateIDs,Strain,Specie,Well,Plate,Media,Replicates,Compound,Description,KEGG ID,CAS ID,Max Resp,Max Resp Rate,Time till max resp rate,AUC,Growth,Control Well Growth_x,Control Well Growth_y
ECP118,ypjC,E. coli,B06,PM02A,M9 No Carbon,R1,D-Arabitol,"C-Source, carbohydrate",C01904,CAS 488-82-4,11.219333245191653,0.3144625384615125,33.25,529.597199999977,0,0,0
ECP118,ypjC,E. coli,B07,PM02A,M9 No Carbon,R1,L-Arabitol,"C-Source, carbohydrate",C00532,CAS 7643-75-6,18.32557451922971,3.942518521022329,7.5,649.1734047650646,0,0,0
ECP118,ypjC,E. coli,B08,PM02A,M9 No Carbon,R1,Arbutin,"C-Source, carbohydrate",C06186,CAS 497-76-7,106.7902965942115,10.01182344230719,48.0,1206.0652027487433,0,0,0
ECP118,ypjC,E. coli,B09,PM02A,M9 No Carbon,R1,2-Deoxy-D-Ribose,"C-Source, carbohydrate",C01801,CAS 533-67-5,37.28394124477078,1.8501990769230048,48.0,1273.0801103311535,0,0,0
ECP118,ypjC,E. coli,B10,PM02A,M9 No Carbon,R1,i-Erythritol,"C-Source, carbohydrate",C00503,CAS 149-32-6,12.965243639422326,0.5289868846153496,11.0,555.7468812139698,0,0,0
ECP118,ypjC,E. coli,B11,PM02A,M9 No Carbon,R1,D-Fucose,"C-Source, carbohydrate",C01018,CAS 3615-37-0,25.99253607211388,7.87741551689469,6.5,1049.0572793847923,0,0,0
ECP118,ypjC,E. coli,B12,PM02A,M9 No Carbon,R1,3-O-b-D-Galactopyranosyl-D-Arabinose,"C-Source, carbohydrate",,CAS 6057-48-3,101.768701735571,25.687309708487113,7.75,4216.809080430241,0,0,0
ECP118,ypjC,E. coli,C01,PM02A,M9 No Carbon,R1,Gentiobiose,"C-Source, carbohydrate",C08240,CAS 554-91-6,25.726600895339594,7.114131979781732,5.25,990.0298819008252,0,0,0
ECP118,ypjC,E. coli,C02,PM02A,M9 No Carbon,R1,L-Glucose,"C-Source, carbohydrate",D09924,CAS 921-60-8,17.0738519471144,2.0561852066690207,10.25,677.567182588622,0,0,0
ECP118,ypjC,E. coli,C03,PM02A,M9 No Carbon,R1,D-Lactitol,"C-Source, carbohydrate",C13542,CAS 81025-04-9,35.55109434615178,6.858938474292454,16.5,1432.3826165427,0,0,0
ECP118,ypjC,E. coli,C04,PM02A,M9 No Carbon,R1,D-Melezitose,"C-Source, carbohydrate",C08243,CAS 10030-67-8,61.6668870673041,16.594711284200145,16.25,2331.198056525549,0,0,0
ECP118,ypjC,E. coli,C05,PM02A,M9 No Carbon,R1,Maltitol,"C-Source, carbohydrate",G00275,CAS 585-88-6,27.545121302883015,2.381269097618727,16.75,1061.153984061299,0,0,0
ECP118,ypjC,E. coli,C06,PM02A,M9 No Carbon,R1,a-Methyl-D-Glucoside,"C-Source, carbohydrate",,CAS 97-30-3,11.000000000000004,2.5366375666635577e-12,48.0,527.999999999977,0,0,0
ECP118,ypjC,E. coli,C07,PM02A,M9 No Carbon,R1,b-Methyl-D-Galactoside,"C-Source, carbohydrate",C03619,CAS 1824-94-8,20.989171259614164,2.9385264820354777,17.0,792.4852078973287,0,0,0
ECP118,ypjC,E. coli,C08,PM02A,M9 No Carbon,R1,3-Methylglucose,"C-Source, carbohydrate",,CAS 13224-94-7,16.35224788942213,1.2138299999999376,16.0,615.1960125123842,0,0,0
ECP118,ypjC,E. coli,C09,PM02A,M9 No Carbon,R1,b-Methyl-D-Glucuronic acid,"C-Source, carboxylic acid",C08350,CAS 134253-42-2,194.80812630581397,13.523501999999212,48.0,3658.6569034944964,1,0,0
ECP118,ypjC,E. coli,C10,PM02A,M9 No Carbon,R1,a-Methyl-D-Mannoside,"C-Source, carbohydrate",,CAS 617-04-9,40.35497821153612,12.030999104222198,7.25,1451.4180646188788,0,0,0
ECP118,ypjC,E. coli,C11,PM02A,M9 No Carbon,R1,b-Methyl-D-Xyloside,"C-Source, carbohydrate",,CAS 612-05-5,26.1022403701908,9.168823949248754,6.75,952.2495278380827,0,0,0
ECP118,ypjC,E. coli,C12,PM02A,M9 No Carbon,R1,Palatinose,"C-Source, carbohydrate",C01742,CAS 13718-94-0,41.79796518268989,7.303877276425801,7.25,1638.456376516081,0,0,0
ECP118,ypjC,E. coli,D01,PM02A,M9 No Carbon,R1,D-Raffinose,"C-Source, carbohydrate",C00492,CAS 17629-30-0,24.643477009613953,4.803718842311952,6.5,1061.5338147999698,0,0,0
ECP118,ypjC,E. coli,D02,PM02A,M9 No Carbon,R1,Salicin,"C-Source, carbohydrate",C01451,CAS 138-52-3,100.13373806642198,12.10693793144398,48.0,967.2635397801174,0,0,0
ECP118,ypjC,E. coli,D03,PM02A,M9 No Carbon,R1,Sedoheptulosan,"C-Source, carbohydrate",,CAS 469-90-9,272.6190996826764,38.562657066369525,28.5,11404.232069257441,1,0,0
ECP118,ypjC,E. coli,D04,PM02A,M9 No Carbon,R1,L-Sorbose,"C-Source, carbohydrate",C00247,CAS 87-79-6,25.058810826921622,2.694368126379004,19.75,869.3210313306122,0,0,0
ECP118,ypjC,E. coli,D05,PM02A,M9 No Carbon,R1,Stachyose,"C-Source, carbohydrate",C01613,CAS 54261-98-2,12.245367206730055,0.48208536538459157,19.25,539.2320598538314,0,0,0
ECP118,ypjC,E. coli,D06,PM02A,M9 No Carbon,R1,D-Tagatose,"C-Source, carbohydrate",C00795,CAS 87-81-0,27.653247846152244,3.271581180442709,9.0,1072.002158893706,0,0,0
ECP118,ypjC,E. coli,D07,PM02A,M9 No Carbon,R1,Turanose,"C-Source, carbohydrate",G03588,CAS 547-25-1,47.326870990381856,9.552245407562125,16.0,1853.5433062267748,0,0,0
ECP118,ypjC,E. coli,D08,PM02A,M9 No Carbon,R1,Xylitol,"C-Source, carbohydrate",C00379,CAS 87-99-0,16.21112854807598,1.1251239038460739,17.25,599.5373658879096,0,0,0
ECP118,ypjC,E. coli,D09,PM02A,M9 No Carbon,R1,N-Acetyl-D-Glucosaminitol,"C-Source, carbohydrate",,CAS 4271-28-7,30.287755624998237,4.83997160273687,8.25,1299.4676320996302,0,0,0
ECP118,ypjC,E. coli,D10,PM02A,M9 No Carbon,R1,g-Amino Butyric acid,"C-Source, carboxylic acid",C00334,CAS 56-12-2,27.965880740382996,5.377675577075522,12.5,1093.632548442561,0,0,0
ECP118,ypjC,E. coli,D11,PM02A,M9 No Carbon,R1,d-Amino Valeric acid,"C-Source, carboxylic acid",C00431,CAS 627-95-2,23.522133499998635,5.695343712079882,7.5,884.0831610832272,0,0,0
ECP118,ypjC,E. coli,D12,PM02A,M9 No Carbon,R1,Butyric acid,"C-Source, carboxylic acid",C00246,CAS 156-54-7,26.998376173075364,2.634525412092273,8.0,1041.9838636619725,0,0,0
ECP118,ypjC,E. coli,E01,PM02A,M9 No Carbon,R1,Capric acid,"C-Source, carboxylic acid",C01571,CAS 1002-62-6,52.67661573875173,4.047445284119846,0.0,1549.2431650983535,0,0,0
ECP118,ypjC,E. coli,E02,PM02A,M9 No Carbon,R1,Hexanoic acid,"C-Source, carboxylic acid",C01585,CAS 10051-44-2,19.32361702884504,1.530073183550165,23.75,833.8470458122474,0,0,0
ECP118,ypjC,E. coli,E03,PM02A,M9 No Carbon,R1,Citraconic acid,"C-Source, carboxylic acid",C00815,CAS 2306-22-1,17.72056993749897,1.3561229113299902,15.25,728.4146514592404,0,0,0
ECP118,ypjC,E. coli,E04,PM02A,M9 No Carbon,R1,Citramalic acid,"C-Source, carboxylic acid",C00815,CAS 2306-22-1,15.461000254806798,1.1229891346152883,19.0,623.4033775779335,0,0,0
ECP118,ypjC,E. coli,E05,PM02A,M9 No Carbon,R1,D-Glucosamine,"C-Source, carbohydrate",C00329,CAS 66-84-2,266.184887913446,22.072750537052343,37.5,9916.685790190217,1,0,0
ECP118,ypjC,E. coli,E06,PM02A,M9 No Carbon,R1,2-Hydroxybenzoic acid,"C-Source, carboxylic acid",C00805,CAS 54-21-7,11.344609013487988,0.1225787499999953,44.75,530.011681207602,0,0,0
ECP118,ypjC,E. coli,E07,PM02A,M9 No Carbon,R1,4-Hydroxybenzoic acid,"C-Source, carboxylic acid",C00156,CAS 114-63-6,11.661487302883938,0.5212093846153323,31.25,541.0640973246157,0,0,0
ECP118,ypjC,E. coli,E08,PM02A,M9 No Carbon,R1,b-Hydroxybutyric acid,"C-Source, carboxylic acid",C01089,CAS 150-83-4,14.295170499999173,1.1699193653845512,18.75,601.2020416856492,0,0,0
ECP118,ypjC,E. coli,E09,PM02A,M9 No Carbon,R1,g-Hydroxybutyric acid,"C-Source, carboxylic acid",C00989,CAS 502-85-2,274.908985167933,18.91432113295639,48.0,8237.66631659725,1,0,0
ECP118,ypjC,E. coli,E10,PM02A,M9 No Carbon,R1,a-Keto-Valeric acid,"C-Source, carboxylic acid",C00567,CAS 1821-02-9,18.759273235575833,1.4309328070264016,14.0,702.9639732264421,0,0,0
ECP118,ypjC,E. coli,E11,PM02A,M9 No Carbon,R1,Itaconic acid,"C-Source, carboxylic acid",C00490,CAS 97-65-4,21.389199812498767,1.1671441173508583,27.25,841.8714838241106,0,0,0
ECP118,ypjC,E. coli,E12,PM02A,M9 No Carbon,R1,5-Keto-D-Gluconic acid,"C-Source, carboxylic acid",C01062,CAS 91446-96-7,60.627850245188796,14.652152338671279,39.75,2665.6635051187313,0,0,0
ECP118,ypjC,E. coli,F01,PM02A,M9 No Carbon,R1,D-Lactic acid Methyl Ester,"C-Source, ester",,CAS 17392-83-5,120.1082696298007,17.811494248598024,10.0,4981.119578597975,1,0,0
ECP118,ypjC,E. coli,F02,PM02A,M9 No Carbon,R1,Malonic acid,"C-Source, carboxylic acid",C00383,CAS 26522-85-0,20.98380311057571,2.7843146435932837,36.0,932.9804617182244,0,0,0
ECP118,ypjC,E. coli,F03,PM02A,M9 No Carbon,R1,Melibionic acid,"C-Source, carbohydrate",,CAS 70803-54-2,228.13581161411236,17.917188458567978,45.0,7839.671102388475,1,0,0
ECP118,ypjC,E. coli,F04,PM02A,M9 No Carbon,R1,Oxalic acid,"C-Source, carboxylic acid",C00209,CAS 144-62-7,16.34228205288367,1.6118277345422882,15.25,665.3396370530227,0,0,0
ECP118,ypjC,E. coli,F05,PM02A,M9 No Carbon,R1,Oxalomalic acid,"C-Source, carboxylic acid",C01990,CAS 89304-26-7,60.990203004804144,15.596226394743631,16.25,2330.5319467631834,0,0,0
ECP118,ypjC,E. coli,F06,PM02A,M9 No Carbon,R1,Quinic acid,"C-Source, carboxylic acid",C00296,CAS 77-95-2,19.934355644229615,1.9706964531647202,16.0,792.5088294960501,0,0,0
ECP118,ypjC,E. coli,F07,PM02A,M9 No Carbon,R1,"D-Ribono-1,4-Lactone","C-Source, carboxylic acid",,CAS 5336-08-3,19.841162124998846,1.9222956501497492,16.0,819.2216078348836,0,0,0
ECP118,ypjC,E. coli,F08,PM02A,M9 No Carbon,R1,Sebacic acid,"C-Source, carboxylic acid",C08277,CAS 111-20-6,16.08698388461445,0.9595894807691607,16.75,671.2906007486355,0,0,0
ECP118,ypjC,E. coli,F09,PM02A,M9 No Carbon,R1,Sorbic acid,"C-Source, carboxylic acid",,CAS 24634-61-5,56.609857096150556,9.720153543963704,20.0,2175.9672727456164,0,0,0
ECP118,ypjC,E. coli,F10,PM02A,M9 No Carbon,R1,Succinamic acid,"C-Source, carboxylic acid",,CAS 638-32-4,50.05932958172788,11.226001801312663,15.25,1808.0849267573517,0,0,0
ECP118,ypjC,E. coli,F11,PM02A,M9 No Carbon,R1,D-Tartaric acid,"C-Source, carboxylic acid",C02107,CAS 57341-16-9,23.898664509614004,1.7012214884908943,16.25,1006.694400413877,0,0,0
ECP118,ypjC,E. coli,F12,PM02A,M9 No Carbon,R1,L-Tartaric acid,"C-Source, carboxylic acid",C00898,CAS 6106-24-7,32.82730076922887,7.062356403577375,6.5,1369.7650691396261,0,0,0
ECP118,ypjC,E. coli,G01,PM02A,M9 No Carbon,R1,Acetamide,"C-Source, amide",C06244,CAS 60-35-5,25.084391096152395,3.555590637857449,15.25,1128.5912675662871,0,0,0
ECP118,ypjC,E. coli,G02,PM02A,M9 No Carbon,R1,L-Alaninamide,"C-Source, amide",,CAS 33208-99-0,48.083673331727994,15.705937246352773,7.0,1984.4088884898215,0,0,0
ECP118,ypjC,E. coli,G03,PM02A,M9 No Carbon,R1,N-Acetyl-L-Glutamic acid,"C-Source, amino acid",C00624,CAS 1188-37-0,14.484005211537617,1.9008013112240505,12.5,582.5353802089895,0,0,0
ECP118,ypjC,E. coli,G04,PM02A,M9 No Carbon,R1,L-Arginine,"C-Source, amino acid",C00062,CAS 1119-34-2,16.773673610575944,3.0168597987583894,6.75,667.8838747181935,0,0,0
ECP118,ypjC,E. coli,G05,PM02A,M9 No Carbon,R1,Glycine,"C-Source, amino acid",C00037,CAS 6000-43-7,21.124551221152625,3.3576237474147774,8.0,815.2252996641446,0,0,0
ECP118,ypjC,E. coli,G06,PM02A,M9 No Carbon,R1,L-Histidine,"C-Source, amino acid",C00135,CAS 5934-29-2,15.469453999999098,2.457398169764268,7.25,634.190895749116,0,0,0
ECP118,ypjC,E. coli,G07,PM02A,M9 No Carbon,R1,L-Homoserine,"C-Source, amino acid",C00263,CAS 672-15-1,11.527378576922406,0.5440726538461149,6.5,535.3816978807254,0,0,0
ECP118,ypjC,E. coli,G08,PM02A,M9 No Carbon,R1,Hydroxy-L-Proline,"C-Source, amino acid",C01015,CAS 51-35-4,32.071166923075054,10.15057502311226,7.25,1194.3150805164128,0,0,0
ECP118,ypjC,E. coli,G09,PM02A,M9 No Carbon,R1,L-Isoleucine,"C-Source, amino acid",C00407,CAS 73-32-5,42.62724156249753,6.270729153845878,40.5,1516.4445693094597,0,0,0
ECP118,ypjC,E. coli,G10,PM02A,M9 No Carbon,R1,L-Leucine,"C-Source, amino acid",C00123,CAS 61-90-5,14.724080096152992,0.7837054615384176,27.0,637.059559616577,0,0,0
ECP118,ypjC,E. coli,G11,PM02A,M9 No Carbon,R1,L-Lysine,"C-Source, amino acid",C00047,CAS 657-27-2,23.277271067306344,4.038521409144202,6.5,1015.9997733289207,0,0,0
ECP118,ypjC,E. coli,G12,PM02A,M9 No Carbon,R1,L-Methionine,"C-Source, amino acid",C00073,CAS 63-68-3,30.175709537999627,5.071309918126886,4.75,1296.9451152339966,0,0,0
ECP118,ypjC,E. coli,H01,PM02A,M9 No Carbon,R1,L-Ornithine,"C-Source, amino acid",C00077,CAS 3184-13-2,32.86520624195337,5.426423192231894,48.0,1386.5318237785827,0,0,0
ECP118,ypjC,E. coli,H02,PM02A,M9 No Carbon,R1,L-Phenylalanine,"C-Source, amino acid",C00079,CAS 63-91-2,24.733361551467976,5.490792493810275,4.75,982.7760946876361,0,0,0
ECP118,ypjC,E. coli,H03,PM02A,M9 No Carbon,R1,L-Pyroglutamic acid,"C-Source, amino acid",C02238,CAS 98-79-3,21.53549032508638,4.681807009201343,5.0,792.2248505133589,0,0,0
ECP118,ypjC,E. coli,H04,PM02A,M9 No Carbon,R1,L-Valine,"C-Source, amino acid",C00183,CAS 72-18-4,17.932560088702257,4.762701315161756,4.75,687.8444978838519,0,0,0
ECP118,ypjC,E. coli,H05,PM02A,M9 No Carbon,R1,DL-Carnitine,"C-Source, carboxylic acid",C00487,CAS 461-05-2,25.86286804153745,7.4159753248178575,5.0,941.2987954603088,0,0,0
ECP118,ypjC,E. coli,H06,PM02A,M9 No Carbon,R1,sec-Butylamine,"C-Source, amine",,CAS 13952-84-6,30.92859347595974,6.64461416023012,15.5,1014.0771290521924,0,0,0
ECP118,ypjC,E. coli,H07,PM02A,M9 No Carbon,R1,DL-Octopamine,"C-Source, amine",C04227,CAS 770-05-8,20.666331544289374,5.509000966586903,5.25,748.0534853874162,0,0,0
ECP118,ypjC,E. coli,H08,PM02A,M9 No Carbon,R1,Putrescine,"C-Source, amine",C00134,CAS 333-93-7,26.46950071666558,7.825206184093361,5.25,935.4752077193399,0,0,0
ECP118,ypjC,E. coli,H09,PM02A,M9 No Carbon,R1,Dihydroxyacetone,"C-Source, alcohol",C00184,CAS 96-26-4,146.88299672595303,17.679285911695445,11.0,6314.8406309154725,1,0,0
ECP118,ypjC,E. coli,H10,PM02A,M9 No Carbon,R1,"2,3-Butanediol","C-Source, alcohol",C03044,CAS 513-85-9,25.441094102762335,7.039376252794277,4.5,967.157621028997,0,0,0
ECP118,ypjC,E. coli,H11,PM02A,M9 No Carbon,R1,"2,3-Butanedione","C-Source, alcohol",C00741,CAS 431-03-8,50.68519200273199,4.420618772304266,48.0,1781.2689301794128,0,0,0
ECP118,ypjC,E. coli,H12,PM02A,M9 No Carbon,R1,3-Hydroxy-2-butanone,"C-Source, alcohol",C00466,CAS 513-86-0,55.04271870286276,10.589326175242192,46.5,2052.9810358973705,0,0,0
ECP119,ypjC,E.Coli,A01,PM01,M9 No Carbon,R1,Negative Control,"C-Source, negative control",,CAS Negative Control,44.536274053786386,4.6540973359793725,48.0,1827.6338717335666,0,0,0
ECP119,ypjC,E.Coli,A02,PM01,M9 No Carbon,R1,L-Arabinose,"C-Source, carbohydrate",C00259,CAS 87-72-9,51.41058721079143,8.885993007873651,48.0,2289.7362663361014,0,0,0
ECP119,ypjC,E.Coli,A03,PM01,M9 No Carbon,R1,N-Acetyl-D-Glucosamine,"C-Source, carbohydrate",C00140,CAS 7512-17-6,85.25428565832837,12.394298142548724,48.0,3317.037094080846,0,0,0
ECP119,ypjC,E.Coli,A04,PM01,M9 No Carbon,R1,D-Saccharic acid,"C-Source, carboxylic acid",C00818,CAS 576-42-1,230.11686275960201,19.05816984615285,25.75,8532.662662463998,1,0,0
ECP119,ypjC,E.Coli,A05,PM01,M9 No Carbon,R1,Succinic acid,"C-Source, carboxylic acid",C00042,CAS 6106-21-4,255.1143662196179,29.5531491320304,45.25,9742.691749970605,1,0,0
ECP119,ypjC,E.Coli,A06,PM01,M9 No Carbon,R1,D-Galactose,"C-Source, carbohydrate",C00124,CAS 59-23-4,241.15876488858532,27.934869282115415,48.0,9133.011051554851,1,0,0
ECP119,ypjC,E.Coli,A07,PM01,M9 No Carbon,R1,L-Aspartic acid,"C-Source, amino acid",C00049,CAS 3792-50-5,254.87332995657727,24.908280832141685,47.75,9275.452113488054,1,0,0
ECP119,ypjC,E.Coli,A08,PM01,M9 No Carbon,R1,L-Proline,"C-Source, amino acid",C00148,CAS 147-85-3,213.22947529275177,19.733978641000633,48.0,7502.471366100936,1,0,0
ECP119,ypjC,E.Coli,A09,PM01,M9 No Carbon,R1,D-Alanine,"C-Source, amino acid",C00133,CAS 338-69-2,243.46795122264183,26.22469217759175,46.75,9401.639531214216,1,0,0
ECP119,ypjC,E.Coli,A10,PM01,M9 No Carbon,R1,D-Trehalose,"C-Source, carbohydrate",C01083,CAS 6138-23-4,222.5807428464102,16.990892478225703,48.0,7206.387078669389,1,0,0
ECP119,ypjC,E.Coli,A11,PM01,M9 No Carbon,R1,D-Mannose,"C-Source, carbohydrate",C00159,CAS 3458-28-4,182.28257702484427,15.859065108648451,48.0,6253.776027930526,1,0,0
ECP119,ypjC,E.Coli,A12,PM01,M9 No Carbon,R1,Dulcitol,"C-Source, carbohydrate",C01697,CAS 608-66-2,253.5026869379324,27.36240119540838,48.0,9877.3237423694,1,0,0
ECP119,ypjC,E.Coli,B01,PM01,M9 No Carbon,R1,D-Serine,"C-Source, amino acid",C00740,CAS 312-84-5,261.8490717230427,37.86039757372896,48.0,10474.045084569596,1,0,0
ECP119,ypjC,E.Coli,B02,PM01,M9 No Carbon,R1,D-Sorbitol,"C-Source, carbohydrate",C00794,CAS 50-70-4,230.78861967284237,17.52261161712113,48.0,8609.040157085008,1,0,0
ECP119,ypjC,E.Coli,B03,PM01,M9 No Carbon,R1,Glycerol,"C-Source, carbohydrate",C00116,CAS 56-81-5,228.64500871646888,25.503875969059663,48.0,9116.353600944121,1,0,0
ECP119,ypjC,E.Coli,B04,PM01,M9 No Carbon,R1,L-Fucose,"C-Source, carbohydrate",C01019,CAS 2438-80-4,187.21153329189787,14.981299449146945,48.0,6288.72157526306,1,0,0
ECP119,ypjC,E.Coli,B05,PM01,M9 No Carbon,R1,D-Glucuronic acid,"C-Source, carboxylic acid",C00191,CAS 14984-34-0,283.64194970955356,25.414719794323332,48.0,10692.004996622647,1,0,0
ECP119,ypjC,E.Coli,B06,PM01,M9 No Carbon,R1,D-Gluconic acid,"C-Source, carboxylic acid",C00257,CAS 527-07-1,274.6656063963878,38.44334561297251,45.0,10765.955015709846,1,0,0
ECP119,ypjC,E.Coli,B07,PM01,M9 No Carbon,R1,DL-a-Glycerol Phosphate,"C-Source, carbohydrate",C00093,CAS 3325-00-6,241.9066567314389,36.243812559915035,46.0,10155.863593437585,1,0,0
ECP119,ypjC,E.Coli,B08,PM01,M9 No Carbon,R1,D-Xylose,"C-Source, carbohydrate",C00181,CAS 58-86-6,222.3465122021685,13.472269116460552,48.0,8101.937245176987,1,0,0
ECP119,ypjC,E.Coli,B09,PM01,M9 No Carbon,R1,L-Lactic acid,"C-Source, carboxylic acid",C00186,CAS 50-21-5,219.65205830725338,26.334334355582538,45.5,8820.019826043124,1,0,0
ECP119,ypjC,E.Coli,B10,PM01,M9 No Carbon,R1,Formic acid,"C-Source, carboxylic acid",C00058,CAS 141-53-7,123.73251189447625,6.478149261941354,48.0,3103.211339097353,1,0,0
ECP119,ypjC,E.Coli,B11,PM01,M9 No Carbon,R1,D-Mannitol,"C-Source, carbohydrate",C00392,CAS 69-65-8,181.37271483274992,16.3263983132643,48.0,6839.248354672105,1,0,0
ECP119,ypjC,E.Coli,B12,PM01,M9 No Carbon,R1,L-Glutamic acid,"C-Source, amino acid",C00025,CAS 142-47-2,106.69568124647823,14.531023081069836,48.0,3490.180622654166,0,0,0
ECP119,ypjC,E.Coli,C01,PM01,M9 No Carbon,R1,D-Glucose-6-Phosphate,"C-Source, carbohydrate",C00092,CAS 3671-99-6,266.5278850108426,43.799578193649495,48.0,10956.477840331614,1,0,0
ECP119,ypjC,E.Coli,C02,PM01,M9 No Carbon,R1,D-Galactonic acid-g-Lactone,"C-Source, carboxylic acid",C03383,CAS 2782-07-2,256.47485951575163,16.218176267842694,48.0,8477.447145467864,1,0,0
ECP119,ypjC,E.Coli,C03,PM01,M9 No Carbon,R1,DL-Malic acid,"C-Source, carboxylic acid",D04843,CAS 6915-15-7,241.811171192009,23.32332646126298,48.0,8758.763165967464,1,0,0
ECP119,ypjC,E.Coli,C04,PM01,M9 No Carbon,R1,D-Ribose,"C-Source, carbohydrate",C00121,CAS 50-69-1,249.8525092990697,21.422942848647722,48.0,9465.180493286654,1,0,0
ECP119,ypjC,E.Coli,C05,PM01,M9 No Carbon,R1,Tween 20,"C-Source, fatty acid",C11624,CAS 9005-64-5,129.5607628081619,10.200642473302787,48.0,4660.315985396095,1,0,0
ECP119,ypjC,E.Coli,C06,PM01,M9 No Carbon,R1,L-Rhamnose,"C-Source, carbohydrate",C00507,CAS 3615-41-6,44.95510049517629,3.890214436636768,48.0,1764.7777575987614,0,0,0
ECP119,ypjC,E.Coli,C07,PM01,M9 No Carbon,R1,D-Fructose,"C-Source, carbohydrate",C00095,CAS 57-48-7,146.79034421753613,9.41745219689713,48.0,5121.9032181089515,1,0,0
ECP119,ypjC,E.Coli,C08,PM01,M9 No Carbon,R1,Acetic acid,"C-Source, carboxylic acid",C00033,CAS 127-09-3,233.69976048458983,23.353608132428405,48.0,7971.369387047212,1,0,0
ECP119,ypjC,E.Coli,C09,PM01,M9 No Carbon,R1,a-D-Glucose,"C-Source, carbohydrate",C00031,CAS 50-99-7,159.08899712695307,15.763157381663806,48.0,5704.112004275801,1,0,0
ECP119,ypjC,E.Coli,C10,PM01,M9 No Carbon,R1,Maltose,"C-Source, carbohydrate",C00208,CAS 6363-53-7,175.94363971863845,15.169771673455273,45.0,6529.034352414289,1,0,0
ECP119,ypjC,E.Coli,C11,PM01,M9 No Carbon,R1,D-Melibiose,"C-Source, carbohydrate",C05402,CAS 585-99-9,212.12240173892258,27.726567192667005,48.0,7437.683691556135,1,0,0
ECP119,ypjC,E.Coli,C12,PM01,M9 No Carbon,R1,Thymidine,"C-Source, carbohydrate",C00214,CAS 50-89-5,248.27871204806254,18.999783347092077,27.0,9451.283108773252,1,0,0
ECP119,ypjC,E.Coli,D01,PM01,M9 No Carbon,R1,L-Asparagine,"C-Source, amino acid",C00152,CAS 70-47-3,240.25077596414263,9.829738865384002,48.0,6520.1233743022585,1,0,0
ECP119,ypjC,E.Coli,D02,PM01,M9 No Carbon,R1,D-Aspartic acid,"C-Source, amino acid",C00402,CAS 1783-96-6,53.73128047123027,3.8895469441455646,47.0,1917.556179986035,0,0,0
ECP119,ypjC,E.Coli,D03,PM01,M9 No Carbon,R1,D-Glucosaminic acid,"C-Source, carboxylic acid",C03752,CAS 3646-68-2,67.06668061538471,6.640339728158306,48.0,2449.689924936524,0,0,0
ECP119,ypjC,E.Coli,D04,PM01,M9 No Carbon,R1,"1,2-Propanediol","C-Source, alcohol",C00583,CAS 57-55-6,82.58635677384103,13.645768539055654,48.0,3113.387443722134,0,0,0
ECP119,ypjC,E.Coli,D05,PM01,M9 No Carbon,R1,Tween 40,"C-Source, fatty acid",D05566,CAS 9005-66-7,65.54531086284501,9.250367277941628,45.0,2663.553236683696,0,0,0
ECP119,ypjC,E.Coli,D06,PM01,M9 No Carbon,R1,a-Ketoglutaric acid,"C-Source, carboxylic acid",C00026,CAS 22202-68-2,246.13867341855638,26.015544689702836,46.5,9265.580458213019,1,0,0
ECP119,ypjC,E.Coli,D07,PM01,M9 No Carbon,R1,a-Ketobutyric acid,"C-Source, carboxylic acid",C00109,CAS 2013-26-5,191.99065167625727,13.867217972531733,48.0,5801.100369778787,1,0,0
ECP119,ypjC,E.Coli,D08,PM01,M9 No Carbon,R1,a-Methyl-D-Galactoside,"C-Source, carbohydrate",,CAS 3396-99-4,228.5075190291128,24.52010678947653,48.0,8278.259711349187,1,0,0
ECP119,ypjC,E.Coli,D09,PM01,M9 No Carbon,R1,a-D-Lactose,"C-Source, carbohydrate",C00243,CAS 5989-81-1,77.26122454981646,8.40068041945895,48.0,3026.343459132858,0,0,0
ECP119,ypjC,E.Coli,D10,PM01,M9 No Carbon,R1,Lactulose,"C-Source, carbohydrate",C07064,CAS 4618-18-2,68.17655315480523,9.750612922184809,44.5,2781.715688736249,0,0,0
ECP119,ypjC,E.Coli,D11,PM01,M9 No Carbon,R1,Sucrose,"C-Source, carbohydrate",C00089,CAS 57-50-1,59.62127953365039,8.51699629596975,40.5,2491.8089760115095,0,0,0
ECP119,ypjC,E.Coli,D12,PM01,M9 No Carbon,R1,Uridine,"C-Source, carbohydrate",C00299,CAS 58-96-8,263.28513607210004,18.115469265511727,40.25,9856.51304119279,1,0,0
ECP119,ypjC,E.Coli,E01,PM01,M9 No Carbon,R1,L-Glutamine,"C-Source, amino acid",C00064,CAS 56-85-9,220.24788389379327,13.082356052458692,48.0,5788.680622445722,1,0,0
ECP119,ypjC,E.Coli,E02,PM01,M9 No Carbon,R1,m-Tartaric acid,"C-Source, carboxylic acid",C00552,CAS 147-73-9,223.47210422743964,15.973041092853606,48.0,7417.067322553987,1,0,0
ECP119,ypjC,E.Coli,E03,PM01,M9 No Carbon,R1,D-Glucose-1-Phosphate,"C-Source, carbohydrate",C00103,CAS 56401-20-8,239.81808325757711,18.734005249998972,48.0,9046.672720340905,1,0,0
ECP119,ypjC,E.Coli,E04,PM01,M9 No Carbon,R1,D-Fructose-6-Phosphate,"C-Source, carbohydrate",C00085,CAS 26177-86-6,244.84797615863965,35.95755220050569,31.5,9765.35121158266,1,0,0
